Class,Image1,Image2,Loss1,Loss2,Max Interpolated Loss,Abs_Loss_Diff
12,ILSVRC2012_val_00029709_n01532829.JPEG,ILSVRC2012_val_00048437_n01532829.JPEG,0.5571445822715759,0.0988162755966186,0.6161873936653137,0.45832830667495733
13,ILSVRC2012_val_00007853_n01534433.JPEG,ILSVRC2012_val_00014108_n01534433.JPEG,0.0337135456502437,0.0220744684338569,1.0576378107070925,0.011639077216386795
13,ILSVRC2012_val_00035389_n01534433.JPEG,ILSVRC2012_val_00014139_n01534433.JPEG,0.1133758425712585,0.1008815616369247,0.1133758425712585,0.012494280934333801
13,ILSVRC2012_val_00007872_n01534433.JPEG,ILSVRC2012_val_00030657_n01534433.JPEG,0.0115445656701922,0.0337243787944316,0.0343751348555088,0.022179813124239403
13,ILSVRC2012_val_00013945_n01534433.JPEG,ILSVRC2012_val_00006326_n01534433.JPEG,0.5785822868347168,0.6008837223052979,1.968127012252808,0.022301435470581055
13,ILSVRC2012_val_00012058_n01534433.JPEG,ILSVRC2012_val_00000713_n01534433.JPEG,0.0555406399071216,0.0134532991796731,0.1283410787582397,0.042087340727448505
14,ILSVRC2012_val_00040071_n01537544.JPEG,ILSVRC2012_val_00001462_n01537544.JPEG,0.0644876062870025,0.0570562332868576,0.8869694471359253,0.007431373000144896
14,ILSVRC2012_val_00044540_n01537544.JPEG,ILSVRC2012_val_00002071_n01537544.JPEG,0.1194692999124527,0.0895822942256927,0.7526805400848389,0.029887005686760004
14,ILSVRC2012_val_00031987_n01537544.JPEG,ILSVRC2012_val_00003557_n01537544.JPEG,0.0717973783612251,0.021744767203927,0.6184841394424438,0.0500526111572981
14,ILSVRC2012_val_00046071_n01537544.JPEG,ILSVRC2012_val_00021300_n01537544.JPEG,0.100233219563961,0.0098148146644234,0.7204580307006836,0.0904184048995376
14,ILSVRC2012_val_00027498_n01537544.JPEG,ILSVRC2012_val_00026259_n01537544.JPEG,0.1059771701693534,0.2151075452566146,0.2151075452566146,0.1091303750872612
15,ILSVRC2012_val_00005412_n01558993.JPEG,ILSVRC2012_val_00035131_n01558993.JPEG,0.0343554355204105,0.0311748944222927,0.0413185060024261,0.003180541098117804
15,ILSVRC2012_val_00030701_n01558993.JPEG,ILSVRC2012_val_00012651_n01558993.JPEG,0.0333794727921485,0.0375666543841362,5.878576278686523,0.0041871815919877
15,ILSVRC2012_val_00039913_n01558993.JPEG,ILSVRC2012_val_00027535_n01558993.JPEG,0.0427189581096172,0.0323775112628936,0.5869458913803101,0.010341446846723598
15,ILSVRC2012_val_00019208_n01558993.JPEG,ILSVRC2012_val_00029417_n01558993.JPEG,0.0079085789620876,0.0357569269835948,0.1096830815076828,0.027848348021507197
15,ILSVRC2012_val_00029495_n01558993.JPEG,ILSVRC2012_val_00019038_n01558993.JPEG,0.0546374060213565,0.0202546827495098,0.2985473275184631,0.0343827232718467
16,ILSVRC2012_val_00046173_n01560419.JPEG,ILSVRC2012_val_00028230_n01560419.JPEG,0.0082633271813392,0.0053503178060054,0.0082633271813392,0.0029130093753338
16,ILSVRC2012_val_00026010_n01560419.JPEG,ILSVRC2012_val_00012870_n01560419.JPEG,0.0058634895831346,0.0535048954188823,0.0782061517238617,0.0476414058357477
16,ILSVRC2012_val_00018680_n01560419.JPEG,ILSVRC2012_val_00011420_n01560419.JPEG,0.7321736812591553,0.0402714572846889,2.7166905403137207,0.6919022239744663
16,ILSVRC2012_val_00049803_n01560419.JPEG,ILSVRC2012_val_00020788_n01560419.JPEG,0.0185527019202709,1.0739494562149048,1.770287036895752,1.0553967542946339
16,ILSVRC2012_val_00000217_n01560419.JPEG,ILSVRC2012_val_00042600_n01560419.JPEG,0.0526079647243022,1.9491641521453855,2.08854079246521,1.8965561874210832
17,ILSVRC2012_val_00041308_n01580077.JPEG,ILSVRC2012_val_00003861_n01580077.JPEG,0.0173828899860382,0.0084868716076016,0.1387779116630554,0.008896018378436602
17,ILSVRC2012_val_00026136_n01580077.JPEG,ILSVRC2012_val_00010272_n01580077.JPEG,0.0863823294639587,0.013596897944808,0.0863823294639587,0.0727854315191507
17,ILSVRC2012_val_00033515_n01580077.JPEG,ILSVRC2012_val_00010240_n01580077.JPEG,0.1533109992742538,0.0644042268395423,0.3850994110107422,0.08890677243471148
17,ILSVRC2012_val_00009535_n01580077.JPEG,ILSVRC2012_val_00046280_n01580077.JPEG,0.0470174401998519,0.4332593381404876,0.4332593381404876,0.38624189794063574
17,ILSVRC2012_val_00017975_n01580077.JPEG,ILSVRC2012_val_00048360_n01580077.JPEG,0.3957450687885284,0.922415018081665,1.0637669563293457,0.5266699492931366
18,ILSVRC2012_val_00002536_n01582220.JPEG,ILSVRC2012_val_00037436_n01582220.JPEG,0.0195286236703395,0.0202966202050447,1.8287904262542725,0.0007679965347052002
18,ILSVRC2012_val_00034437_n01582220.JPEG,ILSVRC2012_val_00006171_n01582220.JPEG,0.0124965040013194,0.020363787189126,1.6800631284713743,0.007867283187806601
18,ILSVRC2012_val_00045948_n01582220.JPEG,ILSVRC2012_val_00041206_n01582220.JPEG,0.3646211326122284,0.4907971024513244,3.042628765106201,0.126175969839096
18,ILSVRC2012_val_00036015_n01582220.JPEG,ILSVRC2012_val_00024044_n01582220.JPEG,0.2033982276916504,0.0033868353348225,0.8591923117637634,0.20001139235682788
18,ILSVRC2012_val_00030017_n01582220.JPEG,ILSVRC2012_val_00010501_n01582220.JPEG,1.184311866760254,0.5363982915878296,3.883512258529663,0.6479135751724243
19,ILSVRC2012_val_00048107_n01592084.JPEG,ILSVRC2012_val_00034095_n01592084.JPEG,0.0327242650091648,0.0210971776396036,0.0889065191149711,0.011627087369561202
19,ILSVRC2012_val_00018280_n01592084.JPEG,ILSVRC2012_val_00044038_n01592084.JPEG,0.022729817777872,0.0071615423075854,1.3233137130737305,0.015568275470286599
19,ILSVRC2012_val_00040783_n01592084.JPEG,ILSVRC2012_val_00019788_n01592084.JPEG,0.0632389783859252,0.0184040777385234,0.5564991235733032,0.044834900647401796
19,ILSVRC2012_val_00010861_n01592084.JPEG,ILSVRC2012_val_00046415_n01592084.JPEG,0.0961969420313835,0.0027134525589644,2.681195974349976,0.0934834894724191
19,ILSVRC2012_val_00038557_n01592084.JPEG,ILSVRC2012_val_00045568_n01592084.JPEG,0.2400304079055786,0.0383458249270916,5.440166473388672,0.20168458297848701
20,ILSVRC2012_val_00043566_n01601694.JPEG,ILSVRC2012_val_00025214_n01601694.JPEG,0.2033759504556656,0.2143101543188095,0.3447456657886505,0.010934203863143921
20,ILSVRC2012_val_00017028_n01601694.JPEG,ILSVRC2012_val_00040903_n01601694.JPEG,0.0141112627461552,0.0380070991814136,0.0699923634529113,0.023895836435258402
20,ILSVRC2012_val_00028181_n01601694.JPEG,ILSVRC2012_val_00013223_n01601694.JPEG,0.0968997329473495,0.0338403210043907,0.2204354554414749,0.0630594119429588
20,ILSVRC2012_val_00030011_n01601694.JPEG,ILSVRC2012_val_00028099_n01601694.JPEG,0.749613344669342,0.4407829344272613,4.73541259765625,0.30883041024208074
20,ILSVRC2012_val_00022972_n01601694.JPEG,ILSVRC2012_val_00045581_n01601694.JPEG,0.6161383390426636,0.0181849636137485,0.6161383390426636,0.597953375428915
21,ILSVRC2012_val_00030483_n01608432.JPEG,ILSVRC2012_val_00000888_n01608432.JPEG,0.1819065660238266,0.117917813360691,0.4886536598205566,0.0639887526631356
21,ILSVRC2012_val_00038111_n01608432.JPEG,ILSVRC2012_val_00026444_n01608432.JPEG,0.1384152919054031,1.4629169702529907,3.485705614089966,1.3245016783475876
21,ILSVRC2012_val_00047191_n01608432.JPEG,ILSVRC2012_val_00015107_n01608432.JPEG,4.199493408203125,2.380436420440674,6.303210735321045,1.8190569877624512
21,ILSVRC2012_val_00033214_n01608432.JPEG,ILSVRC2012_val_00047637_n01608432.JPEG,0.0582446753978729,2.559511423110962,2.9310622215271,2.501266747713089
21,ILSVRC2012_val_00036356_n01608432.JPEG,ILSVRC2012_val_00001488_n01608432.JPEG,0.0100513491779565,3.871168851852417,4.435735702514648,3.8611175026744604
22,ILSVRC2012_val_00038804_n01614925.JPEG,ILSVRC2012_val_00049531_n01614925.JPEG,0.0051380493678152,0.0148797901347279,0.1236522793769836,0.009741740766912699
22,ILSVRC2012_val_00008481_n01614925.JPEG,ILSVRC2012_val_00015516_n01614925.JPEG,0.0418982654809951,0.0818965062499046,0.1261953115463256,0.0399982407689095
22,ILSVRC2012_val_00040404_n01614925.JPEG,ILSVRC2012_val_00048960_n01614925.JPEG,0.3241741955280304,0.0154735511168837,1.1577342748641968,0.3087006444111467
22,ILSVRC2012_val_00031465_n01614925.JPEG,ILSVRC2012_val_00013702_n01614925.JPEG,0.0336280204355716,0.7006394863128662,0.7045825123786926,0.6670114658772947
22,ILSVRC2012_val_00026614_n01614925.JPEG,ILSVRC2012_val_00003330_n01614925.JPEG,0.7355042099952698,0.0102177392691373,0.782410204410553,0.7252864707261325
23,ILSVRC2012_val_00002168_n01616318.JPEG,ILSVRC2012_val_00032389_n01616318.JPEG,0.0410039015114307,0.1081068068742752,0.3520269691944122,0.0671029053628445
23,ILSVRC2012_val_00023247_n01616318.JPEG,ILSVRC2012_val_00040425_n01616318.JPEG,0.1848237514495849,0.0471805185079574,0.7829868793487549,0.1376432329416275
23,ILSVRC2012_val_00031653_n01616318.JPEG,ILSVRC2012_val_00012178_n01616318.JPEG,0.552497923374176,0.2680546343326568,3.457167625427246,0.2844432890415192
23,ILSVRC2012_val_00006213_n01616318.JPEG,ILSVRC2012_val_00042788_n01616318.JPEG,1.0240217447280884,0.1952638775110244,1.2738301753997805,0.828757867217064
23,ILSVRC2012_val_00004554_n01616318.JPEG,ILSVRC2012_val_00030515_n01616318.JPEG,1.1415117979049685,0.1242919340729713,4.002406597137451,1.0172198638319971
24,ILSVRC2012_val_00025523_n01622779.JPEG,ILSVRC2012_val_00018062_n01622779.JPEG,0.0666096657514572,0.0715137496590614,0.0767112597823143,0.004904083907604204
24,ILSVRC2012_val_00004859_n01622779.JPEG,ILSVRC2012_val_00027519_n01622779.JPEG,0.0529880225658416,0.0822580233216285,1.6797237396240234,0.029270000755786903
24,ILSVRC2012_val_00040434_n01622779.JPEG,ILSVRC2012_val_00031144_n01622779.JPEG,0.0191113073378801,0.0516746789216995,0.0759338065981864,0.0325633715838194
24,ILSVRC2012_val_00011414_n01622779.JPEG,ILSVRC2012_val_00008209_n01622779.JPEG,0.006837660446763,0.0603255704045295,0.0606494173407554,0.053487909957766505
24,ILSVRC2012_val_00008178_n01622779.JPEG,ILSVRC2012_val_00014982_n01622779.JPEG,0.018017902970314,0.1422775983810424,2.3836424350738525,0.1242596954107284
25,ILSVRC2012_val_00022935_n01629819.JPEG,ILSVRC2012_val_00033081_n01629819.JPEG,0.0851781666278839,0.0781666859984397,0.8885318636894226,0.007011480629444192
25,ILSVRC2012_val_00000225_n01629819.JPEG,ILSVRC2012_val_00009674_n01629819.JPEG,0.0900203585624694,0.1454861164093017,0.1622144430875778,0.0554657578468323
25,ILSVRC2012_val_00039753_n01629819.JPEG,ILSVRC2012_val_00002883_n01629819.JPEG,0.2100064158439636,0.083171546459198,0.2148535102605819,0.1268348693847656
25,ILSVRC2012_val_00045120_n01629819.JPEG,ILSVRC2012_val_00001033_n01629819.JPEG,0.0336320549249649,0.196976363658905,2.062236785888672,0.1633443087339401
25,ILSVRC2012_val_00009616_n01629819.JPEG,ILSVRC2012_val_00046162_n01629819.JPEG,0.278029054403305,0.063870258629322,0.2809900045394897,0.214158795773983
26,ILSVRC2012_val_00033261_n01630670.JPEG,ILSVRC2012_val_00046430_n01630670.JPEG,2.9288296699523926,3.1070120334625244,3.129203081130981,0.17818236351013184
26,ILSVRC2012_val_00021083_n01630670.JPEG,ILSVRC2012_val_00029511_n01630670.JPEG,0.5017041563987732,0.9888538718223572,2.784733533859253,0.487149715423584
26,ILSVRC2012_val_00003189_n01630670.JPEG,ILSVRC2012_val_00005868_n01630670.JPEG,2.4918508529663086,1.7565011978149414,2.994581699371338,0.7353496551513672
26,ILSVRC2012_val_00000498_n01630670.JPEG,ILSVRC2012_val_00049997_n01630670.JPEG,0.4684200286865234,1.6441879272460938,2.987011432647705,1.1757678985595703
26,ILSVRC2012_val_00007257_n01630670.JPEG,ILSVRC2012_val_00045101_n01630670.JPEG,0.0738040134310722,1.37384831905365,2.9797770977020264,1.3000443056225777
27,ILSVRC2012_val_00014009_n01631663.JPEG,ILSVRC2012_val_00033492_n01631663.JPEG,0.1370238214731216,0.199103444814682,0.2705743908882141,0.06207962334156042
27,ILSVRC2012_val_00006737_n01631663.JPEG,ILSVRC2012_val_00028601_n01631663.JPEG,0.1218037903308868,0.0425263606011867,0.1239691004157066,0.0792774297297001
27,ILSVRC2012_val_00000807_n01631663.JPEG,ILSVRC2012_val_00012765_n01631663.JPEG,0.1840828508138656,0.02997487783432,1.0888248682022097,0.1541079729795456
27,ILSVRC2012_val_00001728_n01631663.JPEG,ILSVRC2012_val_00006149_n01631663.JPEG,0.3764068782329559,0.6480858325958252,1.3648862838745115,0.2716789543628693
27,ILSVRC2012_val_00006319_n01631663.JPEG,ILSVRC2012_val_00011131_n01631663.JPEG,3.316495656967163,0.1815607547760009,6.248262882232666,3.134934902191162
28,ILSVRC2012_val_00013069_n01632458.JPEG,ILSVRC2012_val_00029977_n01632458.JPEG,0.0421021878719329,0.0250894483178854,0.0422514453530311,0.0170127395540475
28,ILSVRC2012_val_00018008_n01632458.JPEG,ILSVRC2012_val_00009779_n01632458.JPEG,0.5456092357635498,0.6594505906105042,2.092469453811645,0.11384135484695435
28,ILSVRC2012_val_00033767_n01632458.JPEG,ILSVRC2012_val_00021906_n01632458.JPEG,0.338790625333786,0.1024463400244712,0.7407172322273254,0.2363442853093148
28,ILSVRC2012_val_00030418_n01632458.JPEG,ILSVRC2012_val_00039933_n01632458.JPEG,0.352590262889862,0.0443715564906597,3.170454263687134,0.3082187063992023
28,ILSVRC2012_val_00010675_n01632458.JPEG,ILSVRC2012_val_00046616_n01632458.JPEG,0.7842608690261841,0.3828771710395813,1.605570673942566,0.4013836979866028
29,ILSVRC2012_val_00042302_n01632777.JPEG,ILSVRC2012_val_00044504_n01632777.JPEG,0.0038076771888881,0.0805390104651451,0.091232419013977,0.076731333276257
29,ILSVRC2012_val_00022925_n01632777.JPEG,ILSVRC2012_val_00017372_n01632777.JPEG,0.1119641959667205,0.1962955594062805,2.0060386657714844,0.08433136343955999
29,ILSVRC2012_val_00034583_n01632777.JPEG,ILSVRC2012_val_00037046_n01632777.JPEG,0.0043977214954793,0.0934754088521003,0.6005198955535889,0.089077687356621
29,ILSVRC2012_val_00016514_n01632777.JPEG,ILSVRC2012_val_00025438_n01632777.JPEG,0.2243450284004211,0.0478755347430706,3.7259366512298575,0.17646949365735048
29,ILSVRC2012_val_00027929_n01632777.JPEG,ILSVRC2012_val_00039922_n01632777.JPEG,0.0041839447803795,0.2860476672649383,0.6242502927780151,0.2818637224845588
30,ILSVRC2012_val_00013974_n01641577.JPEG,ILSVRC2012_val_00012151_n01641577.JPEG,0.0580427795648574,0.0467905141413211,0.0746328011155128,0.0112522654235363
30,ILSVRC2012_val_00022052_n01641577.JPEG,ILSVRC2012_val_00003748_n01641577.JPEG,0.0985265970230102,0.1293850541114807,0.1420250684022903,0.030858457088470514
30,ILSVRC2012_val_00011664_n01641577.JPEG,ILSVRC2012_val_00036102_n01641577.JPEG,0.0188302304595708,0.0661452636122703,0.2244336158037185,0.0473150331526995
30,ILSVRC2012_val_00047498_n01641577.JPEG,ILSVRC2012_val_00018481_n01641577.JPEG,0.2795601189136505,0.3392699062824249,0.3678925335407257,0.059709787368774414
30,ILSVRC2012_val_00049119_n01641577.JPEG,ILSVRC2012_val_00017669_n01641577.JPEG,0.3748679459095001,0.2215975970029831,1.7794557809829712,0.15327034890651703
31,ILSVRC2012_val_00044855_n01644373.JPEG,ILSVRC2012_val_00043303_n01644373.JPEG,3.281933069229126,3.303420305252075,5.816047191619873,0.02148723602294922
31,ILSVRC2012_val_00000944_n01644373.JPEG,ILSVRC2012_val_00036066_n01644373.JPEG,0.0228547286242246,0.0563538260757923,0.5357125997543335,0.0334990974515677
31,ILSVRC2012_val_00048482_n01644373.JPEG,ILSVRC2012_val_00033084_n01644373.JPEG,0.4889430403709411,0.0764486789703369,0.6388887763023376,0.4124943614006042
31,ILSVRC2012_val_00007398_n01644373.JPEG,ILSVRC2012_val_00012428_n01644373.JPEG,1.0939284563064575,0.4809255599975586,4.316353797912598,0.6130028963088989
